,ID,SITECODE,REGION,MIN_LOAD,MAX_LOAD,TOTAL_LOAD
4703,4704,Residential - Single/Duplex (Elec Heat),VI,0.0,14.35,41360.293
4705,4706,Residential - Single/Duplex (Elec Heat),LM,0.06,9.447,26782.252
4706,4707,Residential - Row Houses Units (Elec Heat),LM,0.0,7.129,13339.732
4710,4711,Residential - Single/Duplex (Elec Heat),VI,0.0,7.747,19999.28
4713,4714,Residential - Single/Duplex (Elec Heat),VI,0.0,8.79,26997.223
4727,4728,Residential - Row Houses Units (Elec Heat),LM,0.0,8.746,21842.543
4735,4736,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.086,4.174,8323.831
4738,4739,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.077,9.057,13566.06
4740,4741,Residential - Single/Duplex (Elec Heat),VI,0.085,14.798,33901.344
4742,4743,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.262,6397.226
4743,4744,Residential - Single/Duplex (Elec Heat),LM,0.275,13.307,51961.348
4744,4745,Residential - Mobile (Elec Heat),VI,0.0,12.717,28939.93
4746,4747,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.412,4913.099
4747,4748,Residential - Single/Duplex (Elec Heat),LM,0.0,13.804,48821.81
4752,4753,Residential - High-Rise Apt Suites (Elec Heat),LM,0.127,4.04,9425.565
4754,4755,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.053,3.777,5013.6987
4756,4757,Residential - Row Houses Units (Elec Heat),LM,0.0,14.458,49264.383
4760,4761,Residential - Single/Duplex (Elec Heat),VI,0.0,14.701,56919.793
4765,4766,Residential - High-Rise Apt Suites (Elec Heat),LM,0.1,4.561,12309.856
4769,4770,Residential - High-Rise Apt Suites (Elec Heat),LM,0.034,2.932,4337.6
4772,4773,Residential - Single/Duplex (Elec Heat),VI,0.0,10.131,43210.805
4775,4776,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,7.102,13099.807
4776,4777,Residential - Single/Duplex (Elec Heat),LM,0.026,9.778,46460.87
4779,4780,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.215,8886.435
4780,4781,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,6.029,12809.238
4786,4787,Residential - Row Houses Units (Elec Heat),SI,0.0,4.548,6586.0303
4792,4793,Residential - Single/Duplex (Elec Heat),N,0.0,5.701,13465.39
4793,4794,Residential - Row Houses Units (Elec Heat),LM,0.279,6.143,21487.584
4794,4795,Residential - Single/Duplex (Elec Heat),LM,0.0,14.313,45828.023
4795,4796,Residential - Single/Duplex (Elec Heat),VI,0.0,9.06,21431.594
4798,4799,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.263,12035.013
4799,4800,Residential - Single/Duplex (Elec Heat),VI,0.0,10.628,26283.318
4802,4803,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.065,3.176,8392.719
4806,4807,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.019,4.344,10153.516
4808,4809,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,8.431,31616.36
4809,4810,Residential - Row Houses Units (Elec Heat),LM,0.0,10.181,19288.95
4810,4811,Residential - Row Houses Units (Elec Heat),LM,0.136,10.04,31999.74
4813,4814,Residential - High-Rise Apt Suites (Elec Heat),LM,0.085,6.471,22074.982
4817,4818,Residential - Row Houses Units (Elec Heat),LM,0.064,11.637,20048.824
4819,4820,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,3.552,9768.676
4822,4823,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.052,3.236,6828.5947
4827,4828,Residential - Row Houses Units (Elec Heat),LM,0.0,4.949,18195.12
4833,4834,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.0,5.205,16561.215
4834,4835,Residential - Single/Duplex (Elec Heat),VI,0.0,13.659,45438.84
4836,4837,Residential - Row Houses Units (Elec Heat),LM,0.031,8.729,18936.832
4838,4839,Residential - Single/Duplex (Elec Heat),VI,0.337,7.651,27002.383
4843,4844,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,4.142,9377.393
4845,4846,Residential - Single/Duplex (Elec Heat),LM,0.177,7.563,25911.113
4846,4847,Residential - Single/Duplex (Elec Heat),VI,0.0,5.951,15792.797
4848,4849,Residential - Mobile (Elec Heat),VI,0.0,6.245,16336.724
4859,4860,Residential - Row Houses Units (Elec Heat),LM,0.0,8.439,22467.629
4860,4861,Residential - Single/Duplex (Elec Heat),VI,0.0,8.836,33979.42
4868,4869,Residential - Mobile (Elec Heat),N,0.24,13.807,42823.41
4869,4870,Residential - Single/Duplex (Elec Heat),VI,0.024,11.239,20902.19
4870,4871,Residential - Single/Duplex (Elec Heat),VI,0.0,10.251,28659.857
4875,4876,Residential - Single/Duplex (Elec Heat),VI,0.0,14.148,35308.7
4876,4877,Residential - High-Rise Apt Suites (Elec Heat),LM,0.036,6.241,10810.659
4880,4881,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,4.256,4171.589
4881,4882,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.082,7.618,14984.082
4882,4883,Residential - Single/Duplex (Elec Heat),VI,0.0,9.985,39968.273
4883,4884,Residential - Mobile (Elec Heat),LM,0.0,9.115,27485.045
4884,4885,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.042,7.66,15988.318
4885,4886,Residential - Single/Duplex (Elec Heat),VI,0.0,5.67,10144.32
4886,4887,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.008,4.151,4507.4556
4888,4889,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.026,2.924,5723.919
4889,4890,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,5.315,9951.786
4890,4891,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,5.271,4678.5547
4891,4892,Residential - Row Houses Units (Elec Heat),LM,0.0,6.523,20979.746
4892,4893,Residential - Single/Duplex (Elec Heat),LM,0.0,9.968,34893.246
4893,4894,Residential - Single/Duplex (Elec Heat),LM,0.0,6.054,16569.834
4894,4895,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.084,6.447,19158.94
4895,4896,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.195,3.328,14638.876
4900,4901,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,5.031,10647.126
4901,4902,Residential - Single/Duplex (Elec Heat),VI,0.0,13.977,7050.6055
4906,4907,Residential - Single/Duplex (Elec Heat),N,0.161,7.874,23679.047
4908,4909,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,4.738,8558.323
4909,4910,Residential - Single/Duplex (Elec Heat),N,0.0,8.175,26882.396
4910,4911,Residential - Row Houses Units (Elec Heat),LM,0.0,2.128,3617.109
4918,4919,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.052,2.173,5156.588
4923,4924,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.358,20007.215
4925,4926,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.028,5.175,12246.296
4926,4927,Residential - High-Rise Apt Suites (Elec Heat),LM,0.11,6.451,15842.19
4927,4928,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,5.165,8806.131
4928,4929,Residential - Mobile (Elec Heat),SI,0.174,7.396,38671.46
4933,4934,Residential - Single/Duplex (Elec Heat),SI,0.0,2.198,3946.1404
4936,4937,Residential - Single/Duplex (Elec Heat),VI,0.0,8.23,16696.572
4937,4938,Residential - Single/Duplex (Elec Heat),N,0.0,9.289,45837.434
4938,4939,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.088,4346.406
4941,4942,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.033,4.745,12930.098
4942,4943,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,7.851,11518.278
4943,4944,Residential - Row Houses Units (Elec Heat),LM,0.044,7.044,13066.392
4946,4947,Residential - Single/Duplex (Elec Heat),VI,0.0,14.411,30095.809
4949,4950,Residential - High-Rise Apt Suites (Elec Heat),VI,0.0,5.353,10928.926
4953,4954,Residential - Row Houses Units (Elec Heat),LM,0.0,9.504,19019.326
4957,4958,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.754,11181.936
4963,4964,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,2.723,3723.8765
4966,4967,Residential - Row Houses Units (Elec Heat),LM,0.0,8.835,32704.2
4968,4969,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.054,12540.285
4972,4973,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,6.814,15052.459
4973,4974,Residential - High-Rise Apt Suites (Elec Heat),N,0.0,3.455,9387.501
4974,4975,Residential - Single/Duplex (Elec Heat),LM,0.346,8.014,36344.023
4980,4981,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,3.26,5528.0195
4982,4983,Residential - Single/Duplex (Elec Heat),SI,0.0,8.142,14900.017
4984,4985,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,3.981,7379.577
4987,4988,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,2.387,3560.705
4988,4989,Residential - Row Houses Units (Elec Heat),LM,0.008,4.548,3579.2253
4995,4996,Residential - Row Houses Units (Elec Heat),LM,0.104,9.262,30361.197
5001,5002,Residential - Row Houses Units (Elec Heat),LM,0.132,10.136,31204.363
5002,5003,Residential - Single/Duplex (Elec Heat),LM,0.037,5.415,16389.418
5005,5006,Residential - Row Houses Units (Elec Heat),LM,0.022,11.524,27682.008
5007,5008,Residential - Row Houses Units (Elec Heat),SI,0.058,3.632,6109.5967
5008,5009,Residential - High-Rise Apt Suites (Elec Heat),SI,0.0,6.81,6982.111
5009,5010,Residential - Single/Duplex (Elec Heat),LM,0.0,9.881,22437.281
5010,5011,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,8.871,22523.748
5017,5018,Residential - Single/Duplex (Elec Heat),VI,0.0,14.713,43233.04
5019,5020,Residential - Row Houses Units (Elec Heat),LM,0.014,6.125,16257.476
5021,5022,Residential - Row Houses Units (Elec Heat),LM,0.005,7.16,11661.218
5023,5024,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.082,5.304,11596.813
5027,5028,Residential - Single/Duplex (Elec Heat),VI,0.0,8.24,21094.496
5029,5030,Residential - Row Houses Units (Elec Heat),VI,0.171,7.497,20733.668
5032,5033,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.028,3.997,5789.8237
5033,5034,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,3.894,6287.9604
5034,5035,Residential - Row Houses Units (Elec Heat),LM,0.0,8.529,25536.877
5036,5037,Residential - Single/Duplex (Elec Heat),VI,0.127,9.78,29946.77
5037,5038,Residential - Single/Duplex (Elec Heat),VI,0.0,13.495,43639.71
5039,5040,Residential - Row Houses Units (Elec Heat),N,0.083,2.606,5263.696
5045,5046,Residential - Low-Rise Apt Suites (Elec Heat),VI,0.063,4.622,7002.315
5046,5047,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.35,1688.0715
5049,5050,Residential - Single/Duplex (Elec Heat),VI,0.0,12.067,43879.074
5057,5058,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.025,3.891,5040.846
5063,5064,Residential - Mobile (Elec Heat),VI,0.0,8.344,17833.375
5064,5065,Residential - Mobile (Elec Heat),LM,0.0,5.497,14903.497
5073,5074,Residential - Single/Duplex (Elec Heat),VI,0.0,8.566,30181.328
5075,5076,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,5.245,11321.867
5080,5081,Residential - High-Rise Apt Suites (Elec Heat),LM,0.061,2.456,4016.2036
5082,5083,Residential - Single/Duplex (Elec Heat),VI,0.0,6.949,16242.602
5097,5098,Residential - Single/Duplex (Elec Heat),SI,0.0,9.299,32874.57
5098,5099,Residential - Single/Duplex (Elec Heat),VI,0.0,7.335,29791.926
5099,5100,Residential - High-Rise Apt Suites (Elec Heat),LM,0.0,7.203,18408.354
5101,5102,Residential - Single/Duplex (Elec Heat),LM,0.0,6.554,21423.219
5103,5104,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,4.217,3423.2363
5104,5105,Residential - Single/Duplex (Elec Heat),LM,0.0,10.72,33045.28
5112,5113,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.113,1.832,7791.4897
5113,5114,Residential - Single/Duplex (Elec Heat),SI,0.0,13.241,31049.924
5114,5115,Residential - Single/Duplex (Elec Heat),LM,0.0,11.962,41866.746
5116,5117,Residential - High-Rise Apt Suites (Elec Heat),LM,0.033,6.97,6872.3975
5118,5119,Residential - Row Houses Units (Elec Heat),N,0.0,9.923,35146.832
5125,5126,Residential - Mobile (Elec Heat),VI,0.0,8.224,23112.361
5136,5137,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,8.7,25652.807
5138,5139,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.029,4.327,4867.498
5140,5141,Residential - Single/Duplex (Elec Heat),LM,0.0,10.517,40267.01
5141,5142,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.0,3.158,3778.5652
5143,5144,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,1.672,5432.69
5150,5151,Residential - Low-Rise Apt Suites (Elec Heat),LM,0.0,1.65,2921.438
5151,5152,Residential - Single/Duplex (Elec Heat),LM,0.189,8.415,23379.984
5156,5157,Residential - Single/Duplex (Elec Heat),LM,0.0,9.348,45369.414
5157,5158,Residential - Row Houses Units (Elec Heat),LM,0.0,10.953,28010.5
5158,5159,Residential - Low-Rise Apt Suites (Elec Heat),SI,0.0,5.976,7237.555
5161,5162,Residential - Single/Duplex (Elec Heat),LM,0.0,9.379,36417.473
5162,5163,Residential - Single/Duplex (Elec Heat),VI,0.0,10.615,44344.902
